timestamp,open (CNY),high (CNY),low (CNY),close (CNY),open (USD),high (USD),low (USD),close (USD),volume,market cap (USD)
2021-01-11,247067.15952400,247810.10918800,197006.00400000,229286.42861400,38150.02000000,38264.74000000,30420.00000000,35404.47000000,249131.53994300,249131.53994300
2021-01-10,259619.33036400,267790.87000000,227386.57058200,247067.15952400,40088.22000000,41350.00000000,35111.11000000,38150.02000000,118209.54450300,118209.54450300
2021-01-09,262849.27035200,267985.15600000,250758.46400000,259619.33036400,40586.96000000,41380.00000000,38720.00000000,40088.22000000,75785.97967500,75785.97967500
2021-01-08,255372.62697600,271676.59000000,236381.30000000,262822.39412200,39432.48000000,41950.00000000,36500.00000000,40582.81000000,139789.95749900,139789.95749900
2021-01-07,238125.72923200,261411.81300000,235086.06000000,255371.33173600,36769.36000000,40365.00000000,36300.00000000,39432.28000000,132825.70043700,132825.70043700
2021-01-06,219863.94618600,239225.71180200,215579.74560000,238125.72923200,33949.53000000,36939.21000000,33288.00000000,36769.36000000,127139.20131000,127139.20131000
2021-01-05,207172.01895000,222522.23200000,193638.38000000,219863.94618600,31989.75000000,34360.00000000,29900.00000000,33949.53000000,116049.99703800,116049.99703800
2021-01-04,213714.92381000,217600.32000000,182175.50600000,207165.28370200,33000.05000000,33600.00000000,28130.00000000,31988.71000000,140899.88569000,140899.88569000
2021-01-03,208381.12549000,225229.99598200,206998.71583800,213714.92381000,32176.45000000,34778.11000000,31962.99000000,33000.05000000,120957.56675000,120957.56675000
2021-01-02,189957.95554000,215657.46000000,187463.51758600,208393.30074600,29331.70000000,33300.00000000,28946.53000000,32178.33000000,129993.87336200,129993.87336200
2021-01-01,187315.21260600,191695.52000000,185378.44023400,189957.89077800,28923.63000000,29600.00000000,28624.57000000,29331.69000000,54182.92501100,54182.92501100
2020-12-31,187003.83691000,189752.66000000,180362.17000000,187315.21260600,28875.55000000,29300.00000000,27850.00000000,28923.63000000,75508.50515200,75508.50515200
2020-12-30,177350.73700000,187783.89520000,176929.78400000,187003.77214800,27385.00000000,28996.00000000,27320.00000000,28875.54000000,95356.05782600,95356.05782600
2020-12-29,175371.73980400,177512.64200000,167604.05600000,177350.73700000,27079.42000000,27410.00000000,25880.00000000,27385.00000000,69411.59260600,69411.59260600
2020-12-28,170204.50934800,178095.50000000,169035.29620000,175371.67504200,26281.54000000,27500.00000000,26101.00000000,27079.41000000,79721.74249600,79721.74249600
2020-12-27,171576.55708000,184066.55640000,166438.34000000,170205.28649200,26493.40000000,28422.00000000,25700.00000000,26281.66000000,148455.58621400,148455.58621400
2020-12-26,160042.89821400,173996.25968600,158666.90000000,171576.49231800,24712.47000000,26867.03000000,24500.00000000,26493.39000000,97806.51338600,97806.51338600
2020-12-25,153673.68503800,160544.09133200,151760.68032000,160042.89821400,23728.99000000,24789.86000000,23433.60000000,24712.47000000,79519.94356900,79519.94356900
2020-12-24,150457.60411800,154097.48756600,147031.88860400,153675.04504000,23232.39000000,23794.43000000,22703.42000000,23729.20000000,69013.83425200,69013.83425200
2020-12-23,154203.43819800,156076.42000000,146362.12000000,150460.00031200,23810.79000000,24100.00000000,22600.00000000,23232.76000000,119047.25973300,119047.25973300
2020-12-22,147138.48685600,154373.82702000,144765.08908000,154203.43819800,22719.88000000,23837.10000000,22353.40000000,23810.79000000,87033.12616000,87033.12616000
2020-12-21,151902.76814800,156094.35907400,141278.30300000,147137.38590200,23455.54000000,24102.77000000,21815.00000000,22719.71000000,88030.29724300,88030.29724300
2020-12-20,154273.44592000,157339.27900000,149341.17200000,151902.63862400,23821.60000000,24295.00000000,23060.00000000,23455.52000000,76690.14568500,76690.14568500
2020-12-19,149648.07911800,156539.27401400,147333.55000000,154273.51068200,23107.39000000,24171.47000000,22750.00000000,23821.61000000,86045.06467700,86045.06467700
2020-12-18,147638.90283000,150799.48271600,144743.07000000,149648.07911800,22797.15000000,23285.18000000,22350.00000000,23107.39000000,79646.13431500,79646.13431500
2020-12-17,138173.09462400,154133.56000000,137489.72600000,147638.96759200,21335.52000000,23800.00000000,21230.00000000,22797.16000000,184882.47674800,184882.47674800
2020-12-16,125809.44596600,139626.87200000,124852.06932000,138173.09462400,19426.43000000,21560.00000000,19278.60000000,21335.52000000,114306.33557000,114306.33557000
2020-12-15,124820.27117800,126739.23400000,123371.61000000,125809.44596600,19273.69000000,19570.00000000,19050.00000000,19426.43000000,61834.36601100,61834.36601100
2020-12-14,124181.07023800,125307.99380000,123047.80000000,124816.70926800,19174.99000000,19349.00000000,19000.00000000,19273.14000000,47257.20129400,47257.20129400
2020-12-13,121808.83817800,125709.51820000,121176.95534400,124181.07023800,18808.69000000,19411.00000000,18711.12000000,19174.99000000,56560.82174400,56560.82174400
2020-12-12,116808.17558600,122715.31189200,116705.65734000,121808.83817800,18036.53000000,18948.66000000,18020.70000000,18808.69000000,49519.97843200,49519.97843200
2020-12-11,118221.80052200,118467.37802600,113801.92354600,116808.17558600,18254.81000000,18292.73000000,17572.33000000,18036.53000000,72610.72425900,72610.72425900
2020-12-10,120077.10229800,120180.91578400,115995.99534400,118220.63480600,18541.29000000,18557.32000000,17911.12000000,18254.63000000,52890.67509400,52890.67509400
2020-12-09,118670.60118200,120713.58323400,114304.93000000,120077.03753600,18324.11000000,18639.57000000,17650.00000000,18541.28000000,79585.55380100,79585.55380100
2020-12-08,124128.67778000,124957.24280800,117866.84000000,118670.60118200,19166.90000000,19294.84000000,18200.00000000,18324.11000000,61626.94761400,61626.94761400
2020-12-07,125370.61865400,125773.69734200,122418.83145600,124128.67778000,19358.67000000,19420.91000000,18902.88000000,19166.90000000,41372.29629300,41372.29629300
2020-12-06,124004.07569200,125767.80400000,122121.70340000,125375.34628000,19147.66000000,19420.00000000,18857.00000000,19359.40000000,37043.09186100,37043.09186100
2020-12-05,120784.43286200,124194.08740000,119809.70000000,124004.07569200,18650.51000000,19177.00000000,18500.00000000,19147.66000000,42922.74857300,42922.74857300
2020-12-04,125782.95830800,126460.75740000,120232.66062200,120784.49762400,19422.34000000,19527.00000000,18565.31000000,18650.52000000,71283.66820000,71283.66820000
2020-12-03,124369.46289600,126920.56760000,122187.76064000,125780.10878000,19204.08000000,19598.00000000,18867.20000000,19421.90000000,66689.39127900,66689.39127900
2020-12-02,121525.63395200,125262.66040000,118708.74600000,124369.52765800,18764.96000000,19342.00000000,18330.00000000,19204.09000000,75911.01347800,75911.01347800
2020-12-01,127554.39329400,128798.66560000,116578.85334400,121525.63395200,19695.87000000,19888.00000000,18001.12000000,18764.96000000,127698.76265200,127698.76265200
2020-11-30,117769.69700000,128637.79679200,117769.63223800,127554.39329400,18185.00000000,19863.16000000,18184.99000000,19695.87000000,115463.46688800,115463.46688800
2020-11-29,114757.22780800,118903.35581000,113443.59540000,117769.63223800,17719.84000000,18360.05000000,17517.00000000,18184.99000000,55329.01630300,55329.01630300
2020-11-28,110999.02418600,115797.62933800,109224.73967200,114757.29257000,17139.53000000,17880.49000000,16865.56000000,17719.85000000,64910.69997000,64910.69997000
2020-11-27,111063.39761400,113059.03864400,106456.29369600,110998.95942400,17149.47000000,17457.62000000,16438.08000000,17139.52000000,85297.02478700,85297.02478700
2020-11-26,121226.88684600,122497.51728600,104836.72560000,111063.39761400,18718.83000000,18915.03000000,16188.00000000,17149.47000000,181005.24669300,181005.24669300
2020-11-25,124083.99200000,126183.64080200,119811.44857400,121228.70018200,19160.00000000,19484.21000000,18500.27000000,18719.11000000,93266.57688700,93266.57688700
2020-11-24,118954.90636200,125761.13351400,116688.17160000,124084.05676200,18368.01000000,19418.97000000,18018.00000000,19160.01000000,113581.50924100,113581.50924100
2020-11-23,119251.96965600,121532.36920000,116571.60000000,118954.84160000,18413.88000000,18766.00000000,18000.00000000,18368.00000000,82961.50609300,82961.50609300
2020-11-22,121129.54956000,121428.75000000,114051.45153200,119255.53156600,18703.80000000,18750.00000000,17610.86000000,18414.43000000,81645.73777800,81645.73777800
2020-11-21,120817.78529200,122826.96158000,118570.02579600,121129.54956000,18655.66000000,18965.90000000,18308.58000000,18703.80000000,75577.45839400,75577.45839400
2020-11-20,115294.55812200,121851.12776400,114888.04704800,120817.85005400,17802.81000000,18815.22000000,17740.04000000,18655.67000000,88423.01848900,88423.01848900
2020-11-19,115132.26455000,117736.02076000,112269.13653000,115294.62288400,17777.75000000,18179.80000000,17335.65000000,17802.82000000,93009.56100800,93009.56100800
2020-11-18,114365.67675600,119660.29406600,111484.22109000,115121.70834400,17659.38000000,18476.93000000,17214.45000000,17776.12000000,149019.78813400,149019.78813400
2020-11-17,108237.24869600,115657.29008400,107103.39560000,114365.67675600,16713.08000000,17858.82000000,16538.00000000,17659.38000000,115221.40310200,115221.40310200
2020-11-16,103340.72340000,109318.25600000,102738.43680000,108240.42203400,15957.00000000,16880.00000000,15864.00000000,16713.57000000,81300.67592400,81300.67592400
2020-11-15,104069.68447200,104784.91600000,102160.24166400,103340.72340000,16069.56000000,16180.00000000,15774.72000000,15957.00000000,43596.84151300,43596.84151300
2020-11-14,105691.84304800,105736.85263800,101482.05400000,104075.44829000,16320.04000000,16326.99000000,15670.00000000,16070.45000000,59116.34717900,59116.34717900
2020-11-13,105509.27897000,106727.77600000,103310.60907000,105696.11734000,16291.85000000,16480.00000000,15952.35000000,16320.70000000,75691.88101400,75691.88101400
2020-11-12,101574.33985000,105825.64134000,99996.67276800,105509.34373200,15684.25000000,16340.70000000,15440.64000000,16291.86000000,102196.35659200,102196.35659200
2020-11-11,99067.79140200,103392.53300000,98908.93021600,101574.27508800,15297.21000000,15965.00000000,15272.68000000,15684.24000000,78469.74645800,78469.74645800
2020-11-10,99269.84884200,100122.05200000,97612.26545200,99067.79140200,15328.41000000,15460.00000000,15072.46000000,15297.21000000,61681.91960600,61681.91960600
2020-11-09,100219.84262000,102583.00800000,95883.63814800,99269.84884200,15475.10000000,15840.00000000,14805.54000000,15328.41000000,108976.33413400,108976.33413400
2020-11-08,95966.27446000,101352.53000000,95225.26765600,100219.84262000,14818.30000000,15650.00000000,14703.88000000,15475.10000000,65547.17857400,65547.17857400
2020-11-07,100898.74266600,102022.94622400,92896.03756400,95966.27446000,15579.93000000,15753.52000000,14344.22000000,14818.30000000,101431.20655300,101431.20655300
2020-11-06,100964.08752400,103360.15200000,98218.04920000,100898.67790400,15590.02000000,15960.00000000,15166.00000000,15579.92000000,122618.19769500,122618.19769500
2020-11-05,91599.43756200,102000.15000000,91272.71327200,100964.08752400,14144.01000000,15750.00000000,14093.56000000,15590.02000000,143741.52267300,143741.52267300
2020-11-04,90819.18498600,92344.13580000,87590.60500000,91599.43756200,14023.53000000,14259.00000000,13525.00000000,14144.01000000,93016.98826200,93016.98826200
2020-11-03,87750.11380600,91094.94158200,86036.25223800,90819.18498600,13549.63000000,14066.11000000,13284.99000000,14023.53000000,74115.63078700,74115.63078700
2020-11-02,89122.16153800,89565.84600000,85453.78281000,87748.42999400,13761.49000000,13830.00000000,13195.05000000,13549.37000000,64566.42190800,64566.42190800
2020-11-01,89313.27420000,89986.79900000,88095.74860000,89122.22630000,13791.00000000,13895.00000000,13603.00000000,13761.50000000,36285.64852600,36285.64852600
2020-10-31,87817.91962000,91314.42000000,86855.55630000,89313.27420000,13560.10000000,14100.00000000,13411.50000000,13791.00000000,67339.23851500,67339.23851500
2020-10-30,87141.73957800,88529.52447600,84935.36300000,87817.91962000,13455.69000000,13669.98000000,13115.00000000,13560.10000000,70657.77888100,70657.77888100
2020-10-29,85915.85968000,88354.21374200,83677.49067400,87141.80434000,13266.40000000,13642.91000000,12920.77000000,13455.70000000,74872.60213200,74872.60213200
2020-10-28,88310.49939200,89756.76437600,83465.26560000,85915.85968000,13636.16000000,13859.48000000,12888.00000000,13266.40000000,94440.56122600,94440.56122600
2020-10-27,84528.33383000,89302.19989800,84319.28209400,88310.56415400,13052.15000000,13789.29000000,13019.87000000,13636.17000000,80796.55399600,80796.55399600
2020-10-26,84382.55456800,85737.18132200,82668.69300000,84528.59287800,13029.64000000,13238.81000000,12765.00000000,13052.19000000,60951.67298600,60951.67298600
2020-10-25,84914.18582600,86457.27000000,83465.26560000,84377.30884600,13111.73000000,13350.00000000,12888.00000000,13028.83000000,38481.57950400,38481.57950400
2020-10-24,83692.32117200,85270.37682600,83348.69400000,84914.18582600,12923.06000000,13166.73000000,12870.00000000,13111.73000000,35952.20907000,35952.20907000
2020-10-23,83988.80160800,84369.92597800,82377.78209600,83692.38593400,12968.84000000,13027.69000000,12720.08000000,12923.07000000,50386.99984100,50386.99984100
2020-10-22,82770.69315000,85388.69700000,82105.78169600,83986.72922400,12780.75000000,13185.00000000,12678.08000000,12968.52000000,70038.82414400,70038.82414400
2020-10-21,77131.54200000,85600.33921600,76982.26559000,82772.05315200,11910.00000000,13217.68000000,11886.95000000,12780.96000000,114584.45676700,114584.45676700
2020-10-20,76104.80525200,77962.95655600,75626.40835800,77131.47723800,11751.46000000,12038.38000000,11677.59000000,11909.99000000,62134.75066300,62134.75066300
2020-10-19,74496.63526800,76574.52403800,73880.23055200,76104.87001400,11503.14000000,11823.99000000,11407.96000000,11751.47000000,47414.53469200,47414.53469200
2020-10-18,73571.63962200,74508.68100000,73480.38996400,74496.63526800,11360.31000000,11505.00000000,11346.22000000,11503.14000000,23284.04119100,23284.04119100
2020-10-17,73305.66208800,73844.35240400,72889.63100000,73570.92724000,11319.24000000,11402.42000000,11255.00000000,11360.20000000,22368.91524100,22368.91524100
2020-10-16,74509.52290600,74742.79563000,72533.44000000,73306.18018400,11505.13000000,11541.15000000,11200.00000000,11319.32000000,48797.74950200,48797.74950200
2020-10-15,73944.53921800,75236.21730800,72862.62524600,74509.45814400,11417.89000000,11617.34000000,11250.83000000,11505.12000000,48760.71767900,48760.71767900
2020-10-14,73961.89543400,74787.02807600,73051.53600000,73944.53921800,11420.57000000,11547.98000000,11280.00000000,11417.89000000,41415.10601500,41415.10601500
2020-10-13,74659.18788800,74845.44340000,73181.06000000,73961.83067200,11528.24000000,11557.00000000,11300.00000000,11420.56000000,42205.28370900,42205.28370900
2020-10-12,73628.04732400,75901.12876200,72352.10640000,74659.25265000,11369.02000000,11720.01000000,11172.00000000,11528.25000000,52825.28371000,52825.28371000
2020-10-11,73137.15136400,74120.10900000,72669.44020000,73628.04732400,11293.22000000,11445.00000000,11221.00000000,11369.02000000,29043.85133900,29043.85133900
2020-10-10,71566.15476800,74418.01420000,71565.31286200,73137.15136400,11050.64000000,11491.00000000,11050.51000000,11293.22000000,43648.03694300,43648.03694300
2020-10-09,70755.33452800,71915.86956800,70130.76980000,71566.15476800,10925.44000000,11104.64000000,10829.00000000,11050.64000000,48240.07323700,48240.07323700
2020-10-08,69077.73968000,70914.39000000,68197.04124200,70756.17643400,10666.40000000,10950.00000000,10530.41000000,10925.57000000,51959.69157200,51959.69157200
2020-10-07,68645.45333000,69177.92649400,68299.10615400,69077.67491800,10599.65000000,10681.87000000,10546.17000000,10666.39000000,32811.99027900,32811.99027900
2020-10-06,69892.44564000,69942.96000000,68162.00500000,68645.51809200,10792.20000000,10800.00000000,10525.00000000,10599.66000000,48674.74047100,48674.74047100
2020-10-05,69079.16444400,69930.00760000,68749.00776800,69892.51040200,10666.62000000,10798.00000000,10615.64000000,10792.21000000,34025.76165300,34025.76165300
2020-10-04,68272.55373400,69275.06949400,68115.82969400,69079.22920600,10542.07000000,10696.87000000,10517.87000000,10666.63000000,23212.00159500,23212.00159500
2020-10-03,68456.02448000,68670.77527200,67977.17425200,68272.48897200,10570.40000000,10603.56000000,10496.46000000,10542.06000000,22298.22134100,22298.22134100
2020-10-02,68771.60970600,69066.34156800,67184.09880000,68456.02448000,10619.13000000,10664.64000000,10374.00000000,10570.40000000,50130.39370500,50130.39370500
2020-10-01,69791.35215800,70720.10400000,67592.09940000,68771.60970600,10776.59000000,10920.00000000,10437.00000000,10619.13000000,60866.33289300,60866.33289300
2020-09-30,70205.76419600,70262.49570800,69069.51490600,69791.35215800,10840.58000000,10849.34000000,10665.13000000,10776.59000000,39596.02732200,39596.02732200
2020-09-29,69270.14758200,70380.36254800,68880.02129400,70205.11657600,10696.11000000,10867.54000000,10635.87000000,10840.48000000,41874.89839900,41874.89839900
2020-09-28,69776.26261200,70914.39000000,68816.10120000,69270.21234400,10774.26000000,10950.00000000,10626.00000000,10696.12000000,50095.25173400,50095.25173400
2020-09-27,69480.49455800,69936.48380000,68614.17328400,69776.19785000,10728.59000000,10799.00000000,10594.82000000,10774.25000000,30549.48325300,30549.48325300
2020-09-26,69208.36463400,70078.57162800,68937.07661600,69480.55932000,10686.57000000,10820.94000000,10644.68000000,10728.60000000,28420.83665900,28420.83665900
2020-09-25,69530.62034600,69687.34438600,68364.32148800,69209.01225400,10736.33000000,10760.53000000,10556.24000000,10686.67000000,48101.11700800,48101.11700800
2020-09-24,66325.74325200,69912.13328800,65998.50086600,69530.55558400,10241.46000000,10795.24000000,10190.93000000,10736.32000000,57676.61942700,57676.61942700
2020-09-23,68191.86028200,68240.69083000,65648.07368400,66325.74325200,10529.61000000,10537.15000000,10136.82000000,10241.46000000,51876.56807900,51876.56807900
2020-09-22,67464.00016400,68470.98450200,67048.09860000,68191.86028200,10417.22000000,10572.71000000,10353.00000000,10529.61000000,43991.23547600,43991.23547600
2020-09-21,70721.91733600,71166.05513200,66681.22187000,67464.00016400,10920.28000000,10988.86000000,10296.35000000,10417.22000000,70683.43117900,70683.43117900
2020-09-20,71760.44076800,71760.44076800,69444.29260000,70721.91733600,11080.64000000,11080.64000000,10723.00000000,10920.28000000,39157.92256500,39157.92256500
2020-09-19,70806.88508000,72402.55599800,70508.78559400,71760.50553000,10933.40000000,11179.79000000,10887.37000000,11080.65000000,38440.03685800,38440.03685800
2020-09-18,70849.62800000,71484.48988600,70026.11440800,70806.82031800,10940.00000000,11038.03000000,10812.84000000,10933.39000000,47266.72827500,47266.72827500
2020-09-17,70940.35956200,71532.60805200,69592.14424600,70849.56323800,10954.01000000,11045.46000000,10745.83000000,10939.99000000,55601.61452900,55601.61452900
2020-09-16,69847.30652600,71840.48660000,69044.19296400,70940.35956200,10785.23000000,11093.00000000,10661.22000000,10954.01000000,64991.51244000,64991.51244000
2020-09-15,69112.51687400,70785.12504800,68689.68577600,69847.82462200,10671.77000000,10930.04000000,10606.48000000,10785.31000000,61822.45278600,61822.45278600
2020-09-14,66917.53840800,69619.15000000,66137.15630800,69112.51687400,10332.84000000,10750.00000000,10212.34000000,10671.77000000,67059.29136100,67059.29136100
2020-09-13,67615.86705400,68518.90838200,66057.24000000,66917.47364600,10440.67000000,10580.11000000,10200.00000000,10332.83000000,43837.60986500,43837.60986500
2020-09-12,67274.05321800,67857.42931400,66505.71685000,67617.48610400,10387.89000000,10477.97000000,10269.25000000,10440.92000000,35379.15309600,35379.15309600
2020-09-11,66943.57273200,67336.93712000,66057.24000000,67274.05321800,10336.86000000,10397.60000000,10200.00000000,10387.89000000,43830.25446700,43830.25446700
2020-09-10,66182.16589800,67892.27127000,65220.70924600,66943.63749400,10219.29000000,10483.35000000,10070.83000000,10336.87000000,58253.75375000,58253.75375000
2020-09-09,65582.27549200,66983.33660000,64639.01696200,66181.58304000,10126.66000000,10343.00000000,9981.01000000,10219.20000000,49347.11377600,49347.11377600
2020-09-08,67180.53689000,67598.57560000,63790.57000000,65582.21073000,10373.45000000,10438.00000000,9850.00000000,10126.65000000,73491.87841800,73491.87841800
2020-09-07,66419.19481800,67422.09915000,63952.47500000,67180.47212800,10255.89000000,10410.75000000,9875.00000000,10373.44000000,62620.23067600,62620.23067600
2020-09-06,65841.51777800,67010.14806800,64728.71233200,66421.20244000,10166.69000000,10347.14000000,9994.86000000,10256.20000000,56368.78881500,56368.78881500
2020-09-05,67652.00425000,68425.45681600,63628.66500000,65841.51777800,10446.25000000,10565.68000000,9825.00000000,10166.69000000,90001.60556800,90001.60556800
2020-09-04,65657.59369800,68822.90121000,63955.71310000,67652.00425000,10138.29000000,10627.05000000,9875.50000000,10446.25000000,92733.59911300,92733.59911300
2020-09-03,73754.46274800,74234.09012000,64508.13296000,65674.17277000,11388.54000000,11462.60000000,9960.80000000,10140.85000000,121950.10601500,121950.10601500
2020-09-02,77209.06211400,77420.18623400,72275.03962000,73754.46274800,11921.97000000,11954.57000000,11160.10000000,11388.54000000,87221.84560200,87221.84560200
2020-09-01,75444.55666200,78043.71477000,74573.44300000,77209.06211400,11649.51000000,12050.85000000,11515.00000000,11921.97000000,78148.19366800,78148.19366800
2020-08-31,75843.87915400,76424.14667400,74929.63400000,75444.55666200,11711.17000000,11800.77000000,11570.00000000,11649.51000000,55353.61774400,55353.61774400
2020-08-30,74255.07300800,75894.58780000,74204.29960000,75843.81439200,11465.84000000,11719.00000000,11458.00000000,11711.16000000,43177.87905400,43177.87905400
2020-08-29,74650.50978000,74994.52552400,73939.03444800,74255.07300800,11526.90000000,11580.02000000,11417.04000000,11465.84000000,32973.79920000,32973.79920000
2020-08-28,73377.80695600,74752.50993000,73031.39501800,74650.57454200,11330.38000000,11542.65000000,11276.89000000,11526.91000000,45953.90836500,45953.90836500
2020-08-27,74226.44820400,75073.40564000,72047.72500000,73377.80695600,11461.42000000,11592.20000000,11125.00000000,11330.38000000,63246.03638300,63246.03638300
2020-08-26,73300.35160400,74730.94418400,72818.39280000,74226.51296600,11318.42000000,11539.32000000,11244.00000000,11461.43000000,53998.23123100,53998.23123100
2020-08-25,76083.62807800,76210.95017000,72000.06016800,73300.35160400,11748.19000000,11767.85000000,11117.64000000,11318.42000000,69590.92327200,69590.92327200
2020-08-24,75435.55474400,76580.41738000,75027.35985800,76083.69284000,11648.12000000,11824.90000000,11585.09000000,11748.20000000,46212.39186700,46212.39186700
2020-08-23,75535.22346200,75888.56493400,74567.80870600,75435.61950600,11663.51000000,11718.07000000,11514.13000000,11648.13000000,37900.00469000,37900.00469000
2020-08-22,74678.55172600,75680.87320000,73678.49692200,75531.66155200,11531.23000000,11686.00000000,11376.81000000,11662.96000000,43678.70164600,43678.70164600
2020-08-21,76765.89574800,76924.30360000,74384.40272200,74679.26410800,11853.54000000,11878.00000000,11485.81000000,11531.34000000,64448.30614200,64448.30614200
2020-08-20,76123.71575600,76989.06560000,75564.30160000,76765.96051000,11754.38000000,11888.00000000,11668.00000000,11853.55000000,46085.25435100,46085.25435100
2020-08-19,77358.85662000,77844.44209600,74871.34820000,76125.07575800,11945.10000000,12020.08000000,11561.00000000,11754.59000000,73940.16960600,73940.16960600
2020-08-18,79535.18363000,80225.67607400,76535.27826600,77358.27376200,12281.15000000,12387.77000000,11817.93000000,11945.01000000,75923.83552700,75923.83552700
2020-08-17,77137.95343800,80745.26160000,76223.44923600,79535.05410600,11910.99000000,12468.00000000,11769.78000000,12281.13000000,84734.21154000,84734.21154000
2020-08-16,76758.51288000,77272.20506400,75680.87320000,77138.01820000,11852.40000000,11931.72000000,11686.00000000,11911.00000000,41368.23690600,41368.23690600
2020-08-15,76163.67391000,77584.87600000,75642.01600000,76758.51288000,11760.55000000,11980.00000000,11680.00000000,11852.40000000,56237.90505000,56237.90505000
2020-08-14,76288.14647400,76742.97000000,75344.30508600,76163.60914800,11779.77000000,11850.00000000,11634.03000000,11760.54000000,59818.85269700,59818.85269700
2020-08-13,74892.97870800,76373.56755200,72989.10543200,76289.63600000,11564.34000000,11792.96000000,11270.36000000,11780.00000000,70132.49150200,70132.49150200
2020-08-12,73777.45325800,75237.38302400,72209.63000000,74892.91394600,11392.09000000,11617.52000000,11150.00000000,11564.33000000,64909.61364400,64909.61364400
2020-08-11,77020.79898000,77293.44700000,72047.72500000,73777.38849600,11892.90000000,11935.00000000,11125.00000000,11392.08000000,90748.28463400,90748.28463400
2020-08-10,75652.96077800,78150.57207000,74152.49000000,77020.92850400,11681.69000000,12067.35000000,11450.00000000,11892.92000000,84952.33788700,84952.33788700
2020-08-09,76166.71772400,76400.44378200,74618.58211400,75652.89601600,11761.02000000,11797.11000000,11521.97000000,11681.68000000,41493.06734200,41493.06734200
2020-08-08,75087.39423200,76472.71817400,74554.01440000,76169.24344200,11594.36000000,11808.27000000,11512.00000000,11761.41000000,41858.16104000,41858.16104000
2020-08-07,76176.10821400,77131.15342800,73323.53640000,75086.55232600,11762.47000000,11909.94000000,11322.00000000,11594.23000000,65755.92602200,65755.92602200
2020-08-06,76062.38614200,77066.78000000,74881.06250000,76176.04345200,11744.91000000,11900.00000000,11562.50000000,11762.46000000,63529.08502000,63529.08502000
2020-08-05,72481.56563800,76295.65886600,71840.48660000,76062.38614200,11191.99000000,11780.93000000,11093.00000000,11744.91000000,74970.25685200,74970.25685200
2020-08-04,72660.89161600,73925.69347600,71238.20000000,72481.43611400,11219.68000000,11414.98000000,11000.00000000,11191.97000000,58629.11370900,58629.11370900
2020-08-03,71700.34163200,74301.44260000,70823.72320000,72661.73352200,11071.36000000,11473.00000000,10936.00000000,11219.81000000,56931.84147500,56931.84147500
2020-08-02,76426.73715400,78513.95165200,68119.90970000,71700.27687000,11801.17000000,12123.46000000,10518.50000000,11071.35000000,97553.07760400,97553.07760400
2020-08-01,73410.70605200,76814.20820000,72662.96400000,76426.73715400,11335.46000000,11861.00000000,11220.00000000,11801.17000000,85087.48512600,85087.48512600
2020-07-31,71884.45999800,74113.63280000,70979.15200000,73410.70605200,11099.79000000,11444.00000000,10960.00000000,11335.46000000,70063.66097400,70063.66097400
2020-07-30,71889.18762400,72339.15400000,70143.72220000,71883.29428200,11100.52000000,11170.00000000,10831.00000000,11099.61000000,60794.82645600,60794.82645600
2020-07-29,70631.18577400,73458.37088400,70020.67440000,71889.25238600,10906.27000000,11342.82000000,10812.00000000,11100.53000000,76838.09423300,76838.09423300
2020-07-28,71432.22695200,72806.92992600,68421.05300000,70631.18577400,11029.96000000,11242.23000000,10565.00000000,10906.27000000,97267.73418700,97267.73418700
2020-07-27,64318.63934800,73795.39233200,64225.83540200,71432.22695200,9931.54000000,11394.86000000,9917.21000000,11029.96000000,150188.93314400,150188.93314400
2020-07-26,62821.86000400,65480.85820000,62495.33000000,64318.63934800,9700.42000000,10111.00000000,9650.00000000,9931.54000000,65279.26931900,65279.26931900
2020-07-25,61770.64322000,63032.20698000,61608.09060000,62821.86000400,9538.10000000,9732.90000000,9513.00000000,9700.42000000,40679.54541600,40679.54541600
2020-07-24,62192.69717400,62411.13940000,61287.13012800,61768.70036000,9603.27000000,9637.00000000,9463.44000000,9537.80000000,43931.13620500,43931.13620500
2020-07-23,61641.50779200,62585.99680000,61137.46514600,62192.69717400,9518.16000000,9664.00000000,9440.33000000,9603.27000000,51856.23350000,51856.23350000
2020-07-22,60811.51800000,61808.85280000,59976.08820000,61641.50779200,9390.00000000,9544.00000000,9261.00000000,9518.16000000,48815.00410700,48815.00410700
2020-07-21,59327.04343600,61120.62702600,59275.36336000,60811.51800000,9160.78000000,9437.73000000,9152.80000000,9390.00000000,60413.58248600,60413.58248600
2020-07-20,59639.26103800,59720.40782400,59134.18220000,59327.04343600,9208.99000000,9221.52000000,9131.00000000,9160.78000000,35458.76408200,35458.76408200
2020-07-19,59388.69686000,59790.02697400,58942.16287000,59639.26103800,9170.30000000,9232.27000000,9101.35000000,9208.99000000,26052.01941700,26052.01941700
2020-07-18,59285.14242200,59706.03066000,59070.06782000,59388.56733600,9154.31000000,9219.30000000,9121.10000000,9170.28000000,22554.54145700,22554.54145700
2020-07-17,59151.79746400,59495.74844600,58867.42752200,59285.20718400,9133.72000000,9186.83000000,9089.81000000,9154.32000000,28054.35874100,28054.35874100
2020-07-16,59565.49712000,59750.39263000,58591.80045000,59151.79746400,9197.60000000,9226.15000000,9047.25000000,9133.72000000,43375.57119100,43375.57119100
2020-07-15,59942.73577000,60076.40453800,59325.68343400,59565.49712000,9255.85000000,9276.49000000,9160.57000000,9197.60000000,39053.57966500,39053.57966500
